60:佪:徊:佪
3348:紬:紬:䌷
3431:縚:绦:縚
3440:縳:缚:䌸
3443:繈:襁:繈
3465:繙:翻:繙
3470:繸:繸:䍁
3495:缾:瓶:缾
3514:罦:罘:罦
3587:耑:端:耑
3593:耡:助:耡
3594:耤:藉:耤
3614:肏:操:肏
3617:肐:胳:肐
3625:胇:肺:胇
3635:胊:朐:胊
3690:膆:嗉:膆
3724:臕:膘:臕
3726:臙:胭:臙
3741:舋:衅:舋
3775:艸:艹:艸
3859:荅:答:荅
3866:荳:豆:荳
3901:菫:堇:菫
4009:蔆:菱:蔆
4110:薙:剃:薙
4145:藷:薯:藷
4146:藚:荬:藚
4202:虖:呼:虖
4304:蜺:霓:蜺
4410:蟺:蟮:蟺
4445:蠷:蠼:蠷
4458:衒:炫:衒
4481:袪:祛:袪
4537:褎:袖:褎
4577:襬:摆:襬
4583:襾:西:襾
4586:覈:核:覈
4589:覜:眺:覜
4602:觔:筋:觔
4607:觝:抵:觝
4640:訢:欣:䜣
4654:詶:酬:詶
4663:詻:咯:詻
4686:諠:喧:諠
4725:謼:呼:謼
4734:譆:嘻:譆
4738:譔:撰:譔
4747:譟:噪:譟
4759:讌:宴:讌
4828:賸:剩:賸
4913:踡:蜷:踡
4935:踰:逾:踰
4944:蹠:跖:蹠
4946:蹟:迹:蹟
4950:蹧:糟:蹧
5219:酖:鸩:酖
5235:醆:盏:醆
5262:醼:宴:醼
5268:釆:采:釆
5273:釬:钎:釬
5312:鉆:钻:鉆
5356:銲:焊:銲
5393:鍼:针:鍼
5410:鎌:镰:鎌
5420:鎚:锤:鎚
5423:鎗:枪:鎗
5425:鏇:镟:旋
5466:鑪:炉:鑪
5501:闇:暗:闇
5522:阬:坑:阬
5524:阨:厄:阨
5525:阯:址:阯
5533:陏:隋:陏
5540:陞:升:陞
5547:隄:堤:隄
5556:隤:颓:隤
5592:霤:溜:霤
5675:頫:俯:頫
5724:餈:糍:餈
5727:餔:哺:餔
5737:餬:糊:餬
5762:饟:饷:饟
5788:駮:驳:駮
5807:騃:呆:騃
5826:騣:鬃:騣
5884:髣:仿:髣
6050:鴈:雁:鴈
6064:鵁:鵁:䴔
6076:鴷:鴷:䴕
6095:鶄:鶄:䴖
6107:鵰:雕:鵰
6126:鶪:鶪:䴗
6153:鷈:鷈:䴘
6154:鶱:骞:鶱
6183:鷰:燕:鷰
6194:鷿:鷿:䴙
6315:齧:啮:齧
6332:龢:和:龢
